case:concept:name,concept_A_ACCEPTED,concept_A_ACTIVATED,concept_A_APPROVED,concept_A_CANCELLED,concept_A_DECLINED,concept_A_FINALIZED,concept_A_PARTLYSUBMITTED,concept_A_PREACCEPTED,concept_A_REGISTERED,concept_A_SUBMITTED,concept_O_ACCEPTED,concept_O_CANCELLED,concept_O_CREATED,concept_O_DECLINED,concept_O_SELECTED,concept_O_SENT,concept_O_SENT_BACK,concept_W_Afhandelen leads,concept_W_Beoordelen fraude,concept_W_Completeren aanvraag,concept_W_Nabellen incomplete dossiers,concept_W_Nabellen offertes,concept_W_Valideren aanvraag,concept_W_Wijzigen contractgegevens
196006,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,6,0,0
196009,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,5,3,0
196012,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,16,0,0,0,0
196015,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,5,0,3,3,8,5,0
196018,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,27,3,6,0
196021,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196024,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196027,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
196030,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,7,0,7,7,0
196033,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196036,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,9,0,5,3,13,6,0
196039,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,9,0,0
196042,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196045,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,26,0,0
196048,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196051,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196054,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,1,0,0,5,14,8,12,0
196057,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,25,0,0
196060,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,3,0,3,0,34,0,0
196063,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,13,11,6,0
196066,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196069,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,7,0,0
196072,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,9,0,0
196075,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
196078,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0
196081,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,5,0,7,7,0
196084,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,3,3,0,9,16,0
196087,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,13,0,0,0,0
196090,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196093,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196096,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,7,0,3,0,5,7,0
196099,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,35,9,8,0
196102,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196105,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
196108,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,5,0,0,0,0
196111,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,17,0,0,0,0
196114,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,5,0,3,0,18,0,0
196117,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196120,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196123,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196126,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,3,3,11,5,17,0
196129,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,5,5,6,0
196132,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196135,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,5,0,5,0,16,3,0
196138,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196141,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196144,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
196147,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196150,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0
196153,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,3,0,0
196156,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196159,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0
196162,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
196165,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196168,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196171,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,14,0,0
196174,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196177,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196180,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196183,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
196186,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0
196189,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196192,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196195,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,0,11,3,0
196198,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196201,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196204,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196207,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,5,0,7,0,16,0,0
196210,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
196213,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,9,0,11,3,0
196216,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,3,5,0
196219,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,11,0,5,5,0
196222,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196225,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,10,9,0
196228,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,11,9,0
196231,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196234,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196237,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196240,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,3,3,0
196243,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196246,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196249,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196252,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196255,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196258,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,3,9,6,0
196261,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,11,0,0,0,0
196264,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196267,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,9,5,9,13,9,0
196270,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196273,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,3,0,0
196276,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196279,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196282,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,9,0,14,0,0
196285,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196288,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196291,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,7,3,0
196294,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196299,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196302,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196305,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,15,0,0
196308,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,8,0,0
196311,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,3,0,0
196314,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,0
196317,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,3,25,5,19,0
196320,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196323,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196326,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,17,15,8,0
196329,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196332,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196335,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,15,0,0,0,0
196338,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,7,5,6,0
196341,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,30,0,0
196344,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196347,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196350,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196353,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196356,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196359,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,7,17,5,12,0
196362,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,3,5,0
196365,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,30,0,0,0,0
196368,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,3,0,3,5,0
196371,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196374,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,3,3,33,3,11,0
196377,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196380,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196383,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196386,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196389,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196392,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,11,0,0,0,0
196395,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0
196398,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,7,46,11,3,0
196401,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,3,0,5,3,0
196404,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,16,0,0
196407,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,26,3,0
196410,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196413,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,17,11,18,0
196416,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,3,0,0
196419,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196422,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,3,3,0
196425,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196428,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
196431,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196434,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,10,3,17,0
196437,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196440,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196443,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196446,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,10,0,0
196449,1,1,1,0,0,1,1,1,1,1,1,3,4,0,4,4,1,5,0,5,5,18,6,0
196452,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,3,9,5,6,0
196455,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,2,0,0,21,12,20,16,0
196458,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,0,5,5,0
196461,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,7,3,0
196464,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196467,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196470,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,3,18,5,26,0
196473,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,17,5,14,0
196476,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196479,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196482,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,16,9,23,0
196485,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
196488,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,8,3,0
196491,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196494,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196497,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196503,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196506,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,7,0,3,5,0
196509,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,6,0,0
196512,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,5,0,0
196515,1,0,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,0,23,0,10,3,0
196518,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196521,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,9,0,25,0,0
196524,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,3,25,5,11,0
196527,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196530,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0
196533,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
196536,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196539,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196542,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,3,0,5,5,31,8,0
196545,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,22,0,0,0,0
196548,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,27,0,11,3,0
196551,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0
196554,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196557,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
196560,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0
196563,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196566,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196569,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,0,9,19,7,17,0
196572,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196575,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,16,0,0
196578,1,1,1,0,0,1,1,1,1,1,1,4,5,0,5,5,1,0,0,5,24,23,6,0
196581,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,3,27,9,11,0
196599,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196602,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,15,12,8,0
196605,1,1,1,0,0,1,1,1,1,1,1,4,5,0,5,5,2,0,0,15,26,18,11,0
196608,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196611,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
196614,1,1,1,0,0,1,1,1,1,1,1,3,4,0,4,4,1,3,0,3,0,18,3,0
196617,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196620,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,9,0,0,0,0
196623,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,2,3,0,15,26,10,6,0
196626,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196629,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196639,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,5,3,6,0
196642,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196645,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,9,0,19,0,0
196648,1,1,1,0,0,1,1,1,1,1,1,3,4,0,4,4,1,0,0,9,5,18,6,0
196651,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,11,0,0
196654,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,0,3,0,10,3,0
196657,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196660,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
196663,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196666,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,11,0,16,0,0
196669,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,3,16,13,6,0
196672,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196675,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,0
196678,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196681,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196684,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
196687,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,3,0,29,11,11,6,0
196690,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196693,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,9,0,0
196696,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196699,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196702,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,7,0,0
196705,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,10,0,0,0,0
196708,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,11,0,0
196711,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196714,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196717,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196720,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196723,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,5,0,0
196726,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0
196729,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196732,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196735,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196738,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,0,3,3,6,9,0
196741,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,3,0,22,0,0
196744,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196747,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196750,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196753,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,5,0,5,0,0
196756,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,5,0,5,5,3,6,0
196759,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,5,0,5,3,0
196762,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
196765,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196768,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,3,7,39,3,14,0
196771,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,20,0,0
196774,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196777,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,12,0,0
196780,1,0,0,1,0,1,1,1,0,1,0,4,4,0,4,4,0,0,0,9,0,22,0,0
196783,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196786,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,3,0,3,0,7,0,0
196789,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196792,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0
196795,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,3,0,7,0,5,0,0
196798,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196801,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0
196804,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,9,0,0
196807,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
196810,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,5,0,21,0,0
196813,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196816,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196819,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196822,1,0,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,3,0,6,0,0
196825,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
196828,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
196831,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0
